#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
429,225,Tides Center,,2014,For Peripheral Vision International’s Media Innovation Lab to empower marginalized communities and promote human rights to wide audiences in Uganda via a blend of traditional and new media,50000,9/1/2014,8/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
430,225,Tides Center,,2014,"Core support for the Opportunity Agenda to build the national will to expand opportunity in America and for communications projects to promote economic opportunity, immigrant rights and media justice",865000,5/1/2014,4/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
431,225,Tides Center,,2014,Core support for the National Asian Pacific American Women's Forum to advance social justice for Asian and Pacific Islander women and girls and project support for its economic justice program,670000,4/1/2014,3/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
432,225,Tides Center,,2014,For Californians for Safety and Justice to support implementation of California Proposition 47 in order to reduce prison incarceration and advance prevention and treatment alternatives,200000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
433,225,Tides Center,,2014,To build Emerging Practitioners in Philanthropy’s capacity to house the Joint Affinity Group and thereby strengthen the next generation of grantmakers to advance social justice philanthropy,200000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
434,225,Vera Institute of Justice,,2014,"General support and for core support to assist in leadership transition and development, and to raise the age of criminal responsibility in New York State",755000,8/1/2014,7/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
435,225,Vera Institute of Justice,,2014,To demonstrate the efficacy of postsecondary education through re-entry programs for the incarcerated and recently released and for technical assistance to a proposed California prison initiative,1000000,1/1/2014,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
436,225,Wayne State University,,2014,"For the Detroit Revitalization Fellows program to cultivate, develop and retain a talent pool of young leaders to build the capacity of organizations actively working to shape the Detroit of tomorrow",1000000,1/1/2014,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
437,225,ZeroDivide,,2014,For Renaissance Journalism's Michigan Reporting Project for in-depth and improved news coverage and civic engagement on issues affecting the future of Detroit and Michigan,500000,11/1/2014,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
438,225,482Forward,,2015,"For the Organizing for Opportunity: Investing in People & Systems to Achieve Equitable Detroit Schools project  for research, communications, and narrative building that increases educational equity",230000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
439,225,Alliance for a Just Society,,2015,For the Main Street Alliance to conduct a feasibility study to assess the potential impact and viability of building a Detroit Chapter focused on building business leadership,26200,11/1/2015,4/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
440,225,"Allied Media Projects, Inc.",,2015,"To generate proposals for media-based organizing projects to use visual storytelling to transform prevailing narratives about Detroit, empower marginalized communities and advance social justice",200000,9/1/2015,2/28/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
441,225,American Civil Liberties Union Fund of Michigan,,2015,For efforts to increase the transparency and accountability of public decision-making and to promote public policies that lead to quality education in Michigan,450000,7/1/2015,6/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
442,225,Children's Defense Fund,,2015,"General support to lift children out of poverty and ensure their access to health care, quality education and a moral and spiritual foundation and for leadership transition planning",500000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
443,225,Children's Defense Fund,,2015,"Final general support to end child poverty and ensure children’s access to health care, quality education and a moral and spiritual foundation",1000000,12/1/2015,11/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
444,225,Community Development Advocates of Detroit,,2015,"To build the capacity of community development organizations to engage in revitalization efforts, advocate for community reforms and to improve city and industry relationships in Detroit",125000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
445,225,Community Foundation for Southeast Michigan,,2015,Core support for the Honorable Gerald E. Rosen Scholarship for Community Commitment Fund in Detroit,150000,7/1/2015,6/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
446,225,Community Foundation for Southeast Michigan,,2015,Core support for the New Economy Initiative to leverage entrepreneurial resources as a way to catalyze positive economic and social change in the Detroit metropolitan area,2000000,2/1/2015,1/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
447,225,Community Foundation for Southeast Michigan,,2015,"Final support for the East Side Revitalization Program’s grantmaking, citizen engagement and public resource mobilization to revitalize the housing market and commercial district on Detroit’s east side",500000,12/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
448,225,Community Foundation for Southeast Michigan,,2015,Final core support for the New Economy Initiative to leverage entrepreneurial resources as a way to catalyze positive economic and social change in the Detroit metropolitan area,3000000,12/1/2015,11/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
449,225,Community Foundation for Southeast Michigan,,2015,"For the East Side Revitalization Program’s grantmaking and other activities to revitalize the housing market and commercial district on Detroit’s east side, engage residents, and leverage resources",500000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
450,225,"Community Reinvestment Fund, Inc.",,2015,To launch the Detroit Mortgage Program  to reinvigorate the mortgage market and revitalize Detroit neighborhoods,400000,11/1/2015,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
451,225,Cranbrook Educational Community,,2015,"For the Nick Cave Project, featuring the artist’s 2015 Detroit performances and the solo exhibition, “Nick Cave: Here Hear” at the Cranbrook Museum",150000,5/1/2015,4/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
452,225,"Demos: A Network for Ideas and Action, Ltd.",,2015,Final support for a joint campaign with Project Vote and the Lawyers’ Committee for Civil Rights Under Law to promote enforcement of the National Voter Registration Act,600000,2/1/2015,1/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
453,225,"Demos: A Network for Ideas and Action, Ltd.",,2015,"General support to build a more inclusive democracy and a stronger, fairer economy through integrated research, advocacy, and communications efforts",600000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
454,225,"Demos: A Network for Ideas and Action, Ltd.",,2015,"One-time support to build a state-based partnership initiative to reframe money in politics through a racial, economic and gender justice lens",300000,7/1/2015,6/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
455,225,"Demos: A Network for Ideas and Action, Ltd.",,2015,For the Building Movement Project’s Detroit People’s Platform to build civic capacity and power to influence public decision-making,124530,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
456,225,Detroit Hispanic Development Corporation,,2015,"To address systemic barriers affecting equitable access to resources and opportunities for economic and political power, self-determination and social justice for Latino communities in Detroit",275000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
457,225,Detroit Historical Society,,2015,"For Detroit 1967:  Looking Back to Move Forward, a comprehensive community-wide initiative to mark the 50th anniversary of events of the civil disturbance",400000,11/1/2015,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
458,225,Detroit Institute of Arts,,2015,"For subsidized tickets for the exhibition, 30 Americans, contemporary art by African-American artists exploring racial, political, gender and cultural identity",100000,10/1/2015,3/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
459,225,Detroit Symphony Orchestra Hall,,2015,For its Arts Incubator Pilot Program to enrich arts programs available to the Detroit community and engage with partner organizations,200000,9/1/2015,8/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
460,225,Excellent Schools Detroit,,2015,To produce and acquire high-quality research designed to support advocacy advancing educational equity for public school students in Detroit,350000,10/1/2015,9/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
461,225,Foundation-Administered Project (FAP),,2015,For the Detroit Working Group to coordinate civic engagement activities in Detroit,600000,1/1/2015,6/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
462,225,In Our Backyards Inc.,,2015,"General support to mobilize neighbors who have good ideas to become powerful citizen leaders who plan, fund, and make positive change in underserved urban settings and core support for work in Detroit",400000,12/1/2015,11/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
463,225,Independent Sector,,2015,"General support to advance the common good by leading, strengthening and mobilizing the charitable community",325000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
464,225,Independent Sector,,2015,"General support to advance the common good by leading, strengthening and mobilizing the charitable community",100000,7/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
465,225,Institute for Policy Studies,,2015,"To provide policy research, communications, networking support and other technical assistance to member groups and campaigns of the United Workers Congress",200000,1/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
466,225,Institute for Policy Studies,,2015,"For the Black Worker Initiative's And Still I Rise project to provide education, leadership development and organizing support, and research on the vulnerabilities and potential of black working women",145000,4/1/2015,3/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
467,225,Institute for Policy Studies,,2015,"For core support for the Economic Hardship Reporting Project to support journalism, photo and video about inequality and economic struggle in America",100000,1/1/2016,6/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
468,225,"Institute of International Education, Inc.",,2015,"For the Global Travel and Learning Fund to administer travel awards, small grants to organizations and other program-related learning activities",15706964,1/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
469,225,Invest Detroit Foundation,,2015,"For the Core City Strategic Fund to provide gap funding for catalytic priority projects representing residential, commercial and mixed-use opportunities in Detroit and for the PowerMoves conference",530000,4/13/2015,4/12/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
470,225,ISAIAH,,2015,"Core support for Minnesotans for a Fair Economy to build political power, promote racial equity and expand economic opportunity created by public investment for low-income residents in the Twin Cities",475000,10/1/2015,9/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
471,225,M-1 RAIL,,2015,"General support to catalyze investment, economic development, and urban renewal that positively impacts Detroit through the construction of a 3.3 mile streetcar running along Woodward Avenue",1000000,3/1/2015,2/29/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
472,225,M-1 RAIL,,2015,"Final general support to catalyze investment, economic development, and urban renewal that positively impacts Detroit through the construction of a 3.3 mile streetcar running along Woodward Avenue",2000000,11/1/2015,10/31/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
473,225,Metropolitan Organizing Strategy Enabling Strength,,2015,"Core support for civic engagement to ensure racial equity in decision-making processes related to transit, jobs, and other issues of concern to low-income communities in Detroit and Southeast Michigan",100000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
474,225,Michigan Community Resources,,2015,"Final general support to empower nonprofit organizations that serve low-income communities, with an emphasis on community economic development, by providing pro bono legal technical assistance",300000,11/1/2015,10/31/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
475,225,Michigan Organizing Project,,2015,General support to build the organizing infrastructure of its constituents and to promote strategic campaigns to advance the narrative around more equitable social outcomes for minorities in Michigan,200000,9/1/2015,8/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
476,225,"Midtown Detroit, Inc.",,2015,"General support for improving the physical maintenance and revitalization of the Midtown Detroit community, while working to enhance public awareness, appreciation, and use of the district",500000,7/1/2015,6/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
477,225,Mothering Justice,,2015,"Core support for an organizing and  leadership development program to build alliances, recruit members and train activists to advance policies benefiting low-income women, women of color and mothers",150000,11/1/2015,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
478,225,Philanthropy Northwest,,2015,For the Mission Investors Exchange to help philanthropic institutions include program-related investments and other mission investment vehicles in their philanthropic strategies,75000,3/1/2015,2/29/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
479,225,Philanthropy Northwest,,2015,"To conduct Phase One of the Giving Practice's ""Philanthropy's Second Discipline"" project to learn how best to strengthen the field's ability to develop and use reflective practice skills",200000,10/1/2015,6/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
480,225,PolicyLink,,2015,For Promise Neighborhoods Institute to demonstrate that place-based cradle–to-career strategies can be scaled across America to reverse the cycle of generational poverty,200000,6/1/2015,2/29/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
481,225,PolicyLink,,2015,"For management of a communications infrastructure and technical assistance program to improve the capacity, coordination and effectiveness of asset-building organizations",600000,8/1/2015,7/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
482,225,PolicyLink,,2015,For the Reserves/Growth Capital Fund campaign to advance a framework for equity and inclusion as a driver of future economic growth,3000000,12/1/2015,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
483,225,Progress Michigan/Education,,2015,"To build the long-term communications, research, and leadership development capacity of economic justice advocacy and small business organizing groups in Detroit and other key areas in Michigan",150000,10/1/2015,9/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
484,225,"Restaurant Opportunities Center United, Inc.",,2015,For ROC Michigan’s workforce and economic development programming and core support for the Consumer Engagement initiative,425000,8/1/2015,1/31/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
485,225,Smart Growth America,,2015,"Final general support to promote growth that protects farmland and open space, revitalizes neighborhoods, keeps housing affordable, and provides more transportation choices",1050000,1/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
486,225,"Sphinx Organization, Inc.",,2015,General support to transform Detroit communities through the power of diversity in the arts,450000,1/1/2015,12/31/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
487,225,State Voices,,2015,"For the Michigan Political Reform Project to educate the public on redistricting, for Priorities Michigan to improve budget policies, and for Detroit Voices to promote civic engagement",1100000,9/1/2015,2/28/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
488,225,State Voices,,2015,Core support for the Economic Justice Alliance of Michigan to train low-wage workers to advocate for economic policies that benefit working families and to promote economic justice policy,800000,10/1/2015,9/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
489,225,The Edison Institute,,2015,"General support for the Henry Ford Museum, a Detroit cultural institution which provides educational experience based on authentic objects, stories and lives from America's tradition of innovation",250000,5/1/2015,4/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
490,225,The Foundation Center,,2015,"General support to strengthen the social sector by advancing knowledge about philanthropy, and core support for the FC2020 campaign to improve knowledge services with a new technology platform and tools",1500000,12/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
491,225,The Foundation Center,,2015,General support to strengthen the social sector by advancing knowledge about philanthropy and core support for the FC2020 campaign to improve knowledge services with a new technology platform & tools,1250000,3/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
492,225,"The Housing Partnership Network, Inc.",,2015,Core support for Develop Detroit to promote catalytic neighborhood development by creating sustainable and dynamic communities that foster economic stability and community revitalization in Detroit,1000000,6/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
493,225,"The Smiley Group, Inc.",,2015,For production of eight 30-minute television episodes on race and equity to be broadcast on PBS's Tavis Smiley,200000,1/1/2016,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
494,225,"The Smiley Group, Inc.",,2015,"For production of five 30-minute television episodes from Detroit to be broadcast over one week on the PBS show Tavis Smiley, and town hall discussions moderated during production",115000,1/1/2015,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
495,225,Tides Center,,2015,"For the International Network for Economic, Social & Cultural Rights to engage more effectively with civil society organizations in MENA & develop an Arabic resource base on economic and social rights",79129,5/1/2015,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
496,225,Tides Center,,2015,"Core support for the weekly cable television program Gay USA, which provides news and analysis on developments in the LGBT and HIV/AIDS communities to domestic and international audiences",75000,5/1/2015,10/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
497,225,Tides Center,,2015,Core support for the Detention Watch Network to educate the public and policy makers about the U.S. immigration detention and deportation system and advocate for humane reform,200000,1/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
498,225,Tides Center,,2015,Core support for Open MIC to create a reporting framework for media responsibility that stakeholders and shareholders can use to measure and promote excellence in publicly-held media companies,150000,1/1/2015,12/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
499,225,Tides Center,,2015,"Core support for the International Network for Economic, Social and Cultural Rights to foster connections and build a global movement to strengthen human rights and social justice",348518,10/1/2015,9/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
500,225,Tides Center,,2015,Final core support for the Philanthropic Initiative for Racial Equity donor initiative to increase the effectiveness of resources aimed at combatting institutional and structural racism in communities,200000,8/1/2015,7/31/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
501,225,Tides Center,,2015,"Core support for the National Network of Consultants to Grantmakers to increase the effectiveness of grantmakers by strengthening the work of knowledgeable, ethical and experienced consultants",150000,10/1/2015,9/30/2017,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
